Buyer,Greater100,Greater105,Greater110,Purchase Count,Market Share,Particular Market Share,Purchase Age,Inverse Age
2360187 Ontario Corp,2,2,2,2,0.0006297669862151004,0.12083333333333333,159.5,0.0065075479396164825
Redline Auto Mall,0,0,0,1,0.0009096634245329228,0.14285714285714285,37.0,0.02702702702702703
Rev Automotive Group Inc,1,0,0,1,8.74676369743195e-05,0.07142857142857142,39.0,0.02564102564102564
Sami Automobiles Inc,0,0,0,1,0.00013994821915891122,0.047619047619047616,107.0,0.009345794392523364
Quality Motorsports,0,0,0,1,0.0020292491778042127,0.023255813953488372,,
Roy Barber Services (2007) Ltd,0,0,0,1,3.4987054789727804e-05,0.045454545454545456,162.0,0.006172839506172839
961 Motor Cars Ltd.,0,0,0,1,6.997410957945561e-05,0.047619047619047616,45.0,0.022222222222222223
9405-9987 Qc Inc-baba Auto,0,0,0,1,0.00038485760268700583,0.038461538461538464,184.0,0.005434782608695652
9315-7634 Quebec Inc,1,0,0,1,0.0007697152053740117,0.2,,
9436-2522 Quebec Inc,0,0,0,1,0.0017843397942761178,0.047619047619047616,176.0,0.005681818181818182
9408-6675 Quebec Inc,1,1,0,1,0.0001224546917640473,0.038461538461538464,241.0,0.004149377593360996
Rivershore Chrysler Dodge Jeep Ram,0,0,0,1,8.74676369743195e-05,0.08333333333333333,249.0,0.004016064257028112
Devicode Inc. - Devicode Automotive,0,0,0,1,0.00033237702050241413,0.047619047619047616,,
9211-0345 Quebec Inc.,0,0,0,1,0.0006297669862151004,0.041666666666666664,57.0,0.017543859649122806
1592795 Ontario Inc - Mike's Auto Zone,0,0,0,1,0.0006647540410048283,0.045454545454545456,85.0,0.011764705882352941
Tigris Automotive Inc.,0,0,0,1,0.0004548317122664614,0.1,218.0,0.0045871559633027525
5 Stars Motors - 1000257514 Ontario Inc.,1,1,1,1,0.0002099223287383668,0.045454545454545456,38.0,0.02631578947368421
Toronto Car Sales,0,0,0,1,0.0006297669862151004,0.5,52.0,0.019230769230769232
Tricity Mitsubishi,1,1,1,1,0.0008047022601637394,0.125,149.0,0.006711409395973154
Twin Oaks Auto Inc,0,0,0,1,0.0002973899657126863,0.045454545454545456,101.0,0.009900990099009901
Twk International Inc.,0,0,0,1,3.4987054789727804e-05,0.1111111111111111,,
1964646 Ontario Inc - Auto Market,1,1,1,1,0.0009446504793226506,0.25,92.0,0.010869565217391304
Volkswagen Lachute,0,0,0,1,5.24805821845917e-05,0.1,64.0,0.015625
9207-6017 Quebec Inc - Auto Focus Int.,1,1,1,1,3.4987054789727804e-05,0.05555555555555555,178.0,0.0056179775280898875
1496192 Ontario Inc,1,1,0,1,3.4987054789727804e-05,0.058823529411764705,267.0,0.003745318352059925
1275590 B.C. Ltd.,1,1,1,1,0.0022041844517528514,0.037037037037037035,,
12416221 Canada Inc,1,1,1,1,0.000349870547897278,0.02127659574468085,219.0,0.0045662100456621
1111978 Holdings Inc - Motowise Auto,1,1,1,1,0.0007347281505842838,0.045454545454545456,151.0,0.006622516556291391
Yannis Autos,0,0,0,1,0.001242040445035337,0.1111111111111111,85.0,0.011764705882352941
Your Car Toronto Inc,1,1,1,1,0.0013819886641942482,0.047619047619047616,94.0,0.010638297872340425
Your Way Auto,1,0,0,1,0.0011720663354558814,0.1,93.0,0.010752688172043012
Taj Motors,0,0,0,1,0.0002274158561332307,0.058823529411764705,150.0,0.006666666666666667
Super Dave's Auto Sales,0,0,0,1,6.997410957945561e-05,0.058823529411764705,52.0,0.019230769230769232
5027653 Ontario Inc.,0,0,0,1,0.0001049611643691834,0.045454545454545456,57.0,0.017543859649122806
Sukhi Bath Motors,1,1,1,1,0.003201315513260094,0.05,179.0,0.00558659217877095
9154-2829 QC Inc - Automobile Patrick April,0,0,0,1,1.7493527394863902e-05,0.25,120.0,0.008333333333333333
9116-1950 Quebec Inc,0,0,0,1,0.000174935273948639,0.038461538461538464,130.0,0.007692307692307693
Sherbrooke Auto Occasion,1,1,1,1,5.24805821845917e-05,0.058823529411764705,,
771922 Alberta Inc. - North Hill Mazda,1,0,0,1,0.0002449093835280946,0.047619047619047616,120.0,0.008333333333333333
715 Motor Haus,0,0,0,1,0.0005772864040305087,0.023255813953488372,51.0,0.0196078431372549
Smart Wheels Inc.,0,0,0,1,0.00013994821915891122,0.09090909090909091,274.0,0.0036496350364963502
South West Auto Group,1,1,1,1,0.0012245469176404731,0.058823529411764705,211.0,0.004739336492890996
St-Jerome Auto Depot Inc.,0,0,0,1,0.0006472605136099643,0.1,52.0,0.019230769230769232
Steel Town Auto Sales Inc,0,0,0,1,0.0004723252396613253,0.1111111111111111,125.0,0.008
627000 Ontario Limited - Pastime Motors,0,0,0,1,0.0007347281505842838,0.038461538461538464,64.0,0.015625
5AM Auto Inc.,0,0,0,1,0.00038485760268700583,0.045454545454545456,150.0,0.006666666666666667
Stop 23 Auto Sales,1,0,0,1,0.00019242880134350291,0.05,,
Sturgeon Falls Chrysler,0,0,0,1,0.000174935273948639,0.25,178.0,0.0056179775280898875
A.B Car Sales Ltd.,0,0,0,1,0.0003148834931075502,0.05555555555555555,162.0,0.006172839506172839
Subaru Of Prince George,0,0,0,1,0.00013994821915891122,0.07142857142857142,58.0,0.017241379310344827
583455 Saskatchewan Ltd - Triple Seven Chrysler,1,1,1,1,0.002746483800993632,0.041666666666666664,,
Momentum Shift Inc - AutoAgents,1,1,1,1,8.74676369743195e-05,0.09090909090909091,85.0,0.011764705882352941
AZ Auto Sales & Service,1,1,1,1,0.0008746763697431951,0.041666666666666664,206.0,0.0048543689320388345
Hummarh Autos Inc,0,0,0,1,0.00143446924637884,0.047619047619047616,,
Car4U Motors Ltd.,0,0,0,1,0.0008221957875586034,0.08333333333333333,67.0,0.014925373134328358
Car Land Inc,0,0,0,1,0.0001574417465537751,0.058823529411764705,,
Hallam Auto Sales,1,1,0,1,5.24805821845917e-05,0.125,253.0,0.003952569169960474
Canyon Creek Toyota,1,1,1,1,0.0003673640752921419,0.25,,
Hinton Dodge & Jeep,0,0,0,1,0.002134210342173396,0.037037037037037035,213.0,0.004694835680751174
Honda Shop Canada (6991831 Canada Inc),1,0,0,1,3.4987054789727804e-05,0.038461538461538464,281.0,0.0035587188612099642
Horsepower Auto Inc,1,1,1,1,0.0006122734588202366,0.038461538461538464,93.0,0.010752688172043012
Humberview Inc.,1,1,1,1,0.0005597928766356449,0.047619047619047616,246.0,0.0040650406504065045
Hyundai Chateauguay,1,1,0,1,0.00013994821915891122,0.07142857142857142,,
Parkrow Auto Sales Ltd,1,0,0,1,0.006070254006017774,0.058823529411764705,,
Hyundai Granby/ Principale Auto Ltee,1,1,1,1,0.00027989643831782243,0.07142857142857142,220.0,0.004545454545454545
Broz Motors Inc.,0,0,0,1,0.0005422993492407809,0.027777777777777776,239.0,0.0041841004184100415
Japan Dream Cars Ltd,0,0,0,1,1.7493527394863902e-05,0.08333333333333333,95.0,0.010526315789473684
Bouman Auto Gallery Ltd.,1,1,1,1,0.0009621440067175145,0.038461538461538464,149.0,0.006711409395973154
Kabani Holdings Ltd,0,0,0,1,0.0003148834931075502,0.047619047619047616,,
Bill Spencer Chevrolet,1,1,0,1,0.0007522216779791477,0.1111111111111111,269.0,0.0037174721189591076
Bhangu Auto Ltd,1,1,1,1,0.00027989643831782243,0.038461538461538464,85.0,0.011764705882352941
Kelowna Nissan Ltd.,1,1,0,1,0.00033237702050241413,0.09090909090909091,95.0,0.010526315789473684
Grenier Chevrolet,1,1,0,1,0.00033237702050241413,0.09090909090909091,242.0,0.004132231404958678
Grand Auto Group,1,1,1,1,0.0014519627737737037,0.038461538461538464,270.0,0.003703703703703704
Golden Spear Motors Ltd,1,1,1,1,0.00033237702050241413,0.07692307692307693,192.0,0.005208333333333333
Global Auto Marine Exchange Ltd.,0,0,0,1,5.24805821845917e-05,0.05,51.0,0.0196078431372549
Deejay's Auto Sales And Service,0,0,0,1,3.4987054789727804e-05,0.2,,
DD Auto,1,1,1,1,0.0002274158561332307,0.08333333333333333,126.0,0.007936507936507936
Empire Auto Group,1,0,0,1,0.0004898187670561892,0.041666666666666664,115.0,0.008695652173913044
D2 Auto Sales,0,0,0,1,0.0005947799314253726,0.08333333333333333,66.0,0.015151515151515152
Courtenay Nissan,1,1,1,1,0.0004723252396613253,0.25,,
Cherry Auto Inc,0,0,0,1,0.0011895598628507453,0.045454545454545456,94.0,0.010638297872340425
Chandigarh Motors Ltd,0,0,0,1,0.0002624029109229585,0.09090909090909091,44.0,0.022727272727272728
Financement Auto HM,1,1,1,1,0.0003673640752921419,0.038461538461538464,,
Flair Motors,0,0,0,1,0.0004723252396613253,0.125,121.0,0.008264462809917356
FlexCar Auto Group,1,1,1,1,0.0002449093835280946,0.058823529411764705,95.0,0.010526315789473684
Foxa Auto,0,0,0,1,0.000349870547897278,0.2,43.0,0.023255813953488372
Fulcrum Financials Inc,1,1,1,1,0.0004548317122664614,0.045454545454545456,,
Carwise Canada Ltd,0,0,0,1,0.0003148834931075502,0.07692307692307693,217.0,0.004608294930875576
Galaxy Motors (1990) Ltd,1,1,0,1,0.002291652088727171,0.08333333333333333,,
Carter Motor Cars Ltd. - Carter Honda,1,1,1,1,0.000174935273948639,0.045454545454545456,,
Gestion Lux Automotives Inc,1,0,0,1,0.000174935273948639,0.2,,
Cargiant Motors Ltd,0,0,0,1,0.0009971310615072423,0.125,240.0,0.004166666666666667
Key Auto Approvals Inc,1,1,0,1,3.4987054789727804e-05,0.09090909090909091,253.0,0.003952569169960474
Basant Motors Ltd.,1,1,1,1,0.0005597928766356449,0.07692307692307693,217.0,0.004608294930875576
Kia Magog,0,0,0,1,0.000699741095794556,0.1,,
Auto Roco - 9411-0343 Quebec Inc,0,0,0,1,0.0015219368833531593,0.038461538461538464,,
Dhaliwal Autos Ltd,0,0,0,1,0.000174935273948639,0.058823529411764705,184.0,0.005434782608695652
Auto Link Direct,0,0,0,1,0.0009796375341123785,0.05,129.0,0.007751937984496124
Motomassi,1,1,1,1,0.0029039255475474075,0.08333333333333333,,
Auto Diez,0,0,0,1,0.0004898187670561892,0.1111111111111111,157.0,0.006369426751592357
MyMotors.ca,1,1,1,1,0.0013819886641942482,0.037037037037037035,,
National Auto Finance & Brokers Inc,1,0,0,1,0.0009971310615072423,0.045454545454545456,115.0,0.008695652173913044
Neuf Etoiles Moteurs Inc.,0,0,0,1,0.00013994821915891122,0.047619047619047616,108.0,0.009259259259259259
North Side Mitsubishi,1,1,1,1,1.7493527394863902e-05,0.07142857142857142,,
Arak Auto Inc,1,1,0,1,0.00013994821915891122,0.2,185.0,0.005405405405405406
O'Regans Green Light Dartmouth,0,0,0,1,0.0009971310615072423,0.045454545454545456,52.0,0.019230769230769232
Olivier Hyundai Baie-Comeau,0,0,0,1,6.997410957945561e-05,0.03571428571428571,64.0,0.015625
One Price Auto Ltd,0,0,0,1,0.00033237702050241413,0.07692307692307693,100.0,0.01
Albanese Investments Limited - Lincoln Township Motors,1,1,0,1,0.0002973899657126863,0.07692307692307693,94.0,0.010638297872340425
Oshawa Fine Auto Sales,0,0,0,1,0.0002274158561332307,0.047619047619047616,,
Ottawa Auto Sales,0,0,0,1,3.4987054789727804e-05,0.125,80.0,0.0125
Action VIP Auto,1,1,1,1,0.0002449093835280946,0.038461538461538464,,
Pacific West Coast Wholesale Ltd.,0,0,0,1,0.0002099223287383668,0.08333333333333333,240.0,0.004166666666666667
Mirage Automotive Sales,1,0,0,1,0.0004198446574767336,0.023255813953488372,120.0,0.008333333333333333
Autocorrect Motors Corp.,1,1,1,1,0.001924288013435029,0.041666666666666664,116.0,0.008620689655172414
Kia St-Constant,1,0,0,1,0.00071723462318942,0.045454545454545456,92.0,0.010869565217391304
Mejo Motor Group,0,0,0,1,0.000174935273948639,0.045454545454545456,277.0,0.0036101083032490976
Kingsway Honda,1,1,1,1,0.0012945210272199287,0.045454545454545456,,
BJM Enterprises Inc,1,1,1,1,3.4987054789727804e-05,0.023255813953488372,269.0,0.0037174721189591076
Kohli Auto World,1,1,1,1,5.24805821845917e-05,0.09090909090909091,85.0,0.011764705882352941
La Belle Auto /11652818 Canada Inc,0,0,0,1,0.0006472605136099643,0.045454545454545456,106.0,0.009433962264150943
Las Vegas Auto,0,0,0,1,0.0006472605136099643,0.045454545454545456,211.0,0.004739336492890996
Lougheed Motors Ltd,1,1,1,1,0.00013994821915891122,0.25,207.0,0.004830917874396135
Luxe AutoGroup Inc,1,1,1,1,8.74676369743195e-05,0.05555555555555555,191.0,0.005235602094240838
M & J Canada Inc,0,0,0,1,0.0008396893149534672,0.037037037037037035,57.0,0.017543859649122806
M.D. Autohaus Inc,1,1,1,1,0.0002274158561332307,0.1,148.0,0.006756756756756757
Autoplex Alberta,1,1,1,1,0.0005422993492407809,0.1,86.0,0.011627906976744186
MGM Auto Prestige,0,0,0,1,0.0002449093835280946,0.02127659574468085,43.0,0.023255813953488372
MS Motors,1,1,1,1,0.0001224546917640473,0.09090909090909091,92.0,0.010869565217391304
Mainland Ford,0,0,0,1,0.000174935273948639,0.041666666666666664,102.0,0.00980392156862745
Automobile R Lambert Inc,1,0,0,1,0.0013644951367993842,0.038461538461538464,162.0,0.006172839506172839
Autoloanservices.ca Inc,1,1,1,1,0.0008047022601637394,0.041666666666666664,,
Mazda Of Brampton,1,1,1,1,0.0010146245889021063,0.047619047619047616,144.0,0.006944444444444444
Meidl Honda,1,0,0,1,0.0001574417465537751,0.045454545454545456,99.0,0.010101010101010102
0702920 B.C Ltd. - Harris Mazda Nanaimo,1,1,1,1,0.0007347281505842838,0.1,149.0,0.006711409395973154
