Make,Model,Year,Trim,Buyer,Greater100,Greater105,Greater110,Purchase Count,Market Share,Particular Market Share,Purchase Age,Inverse Age
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Sundance Chevrolet,2,2,1,2,0.012070533902456092,0.022222222222222223,,
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,6929290 Canada Corporation,2,1,0,2,0.004740745924008117,0.022222222222222223,210.0,0.004761904761904762
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Pioneer Chrysler BC,1,1,1,1,0.010478622909523476,0.011111111111111112,179.0,0.00558659217877095
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Overdrive Motors Inc,0,0,0,1,0.0011895598628507453,0.011111111111111112,129.0,0.007751937984496124
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Mr. Automotives,0,0,0,1,0.0002274158561332307,0.011111111111111112,121.0,0.008264462809917356
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Midtown Motors,1,1,1,1,0.002274158561332307,0.011111111111111112,,
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Pickard Lane Leasing,1,0,0,1,0.0036386536981316913,0.011111111111111112,217.0,0.004608294930875576
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Shahnawaz Enterprises Inc - SMS Motors,0,0,0,1,0.0033062766776292773,0.011111111111111112,107.0,0.009345794392523364
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Premium Automotive Sales,0,0,0,1,0.0011370792806661536,0.011111111111111112,45.0,0.022222222222222223
Ford,F-150,2018,XLT 4WD SuperCrew 5.5' Box,Punjab Motors Ltd.,0,0,0,1,0.0003148834931075502,0.011111111111111112,95.0,0.010526315789473684
Ford,Escape,2017,4WD 4dr SE,7767579 Canada Inc - Nexgen Cars Canada,3,3,2,3,0.0036036666433419636,0.08823529411764706,148.5,0.006734006734006734
Ford,Escape,2017,4WD 4dr SE,6929290 Canada Corporation,2,2,1,2,0.004740745924008117,0.058823529411764705,218.0,0.0045871559633027525
Ford,Escape,2017,4WD 4dr SE,Occasion Vehicule de Longueuil,1,0,0,2,0.0004548317122664614,0.058823529411764705,108.0,0.009259259259259259
Ford,Escape,2017,4WD 4dr SE,JP Motors Sales Inc.,0,0,0,2,0.0029214190749422713,0.058823529411764705,53.5,0.018691588785046728
Ford,Escape,2017,4WD 4dr SE,1292448 Ontario Limited - Used Trucks Ottawa,1,1,1,1,0.000524805821845917,0.029411764705882353,269.0,0.0037174721189591076
Ford,Escape,2017,4WD 4dr SE,Carizma Auto Group,1,1,1,1,0.0005597928766356449,0.029411764705882353,276.0,0.0036231884057971015
Ford,Escape,2017,4WD 4dr SE,Unicar Auto Group,1,0,0,1,0.0023616261983066267,0.029411764705882353,,
Ford,Escape,2017,4WD 4dr SE,Style Auto - 9052-5585 Quebec Inc,1,1,1,1,0.0018018333216709818,0.029411764705882353,92.0,0.010869565217391304
Ford,Escape,2017,4WD 4dr SE,Right Turn Auto,0,0,0,1,0.0005947799314253726,0.029411764705882353,154.0,0.006493506493506494
Ford,Escape,2017,4WD 4dr SE,Patterson Auto Sales Inc.,0,0,0,1,0.0020117556504093484,0.029411764705882353,101.0,0.009900990099009901
Ford,Escape,2017,4WD 4dr SE,Nexus Auto Group Ltd.,0,0,0,1,0.0009446504793226506,0.029411764705882353,37.0,0.02702702702702703
Ford,Escape,2017,4WD 4dr SE,Magog Honda,0,0,0,1,8.74676369743195e-05,0.029411764705882353,130.0,0.007692307692307693
Ford,Escape,2017,4WD 4dr SE,Key West Auto Inc.,0,0,0,1,0.0007347281505842838,0.029411764705882353,,
Ford,Escape,2017,4WD 4dr SE,Direct Auto Sales,0,0,0,1,0.0014869498285634316,0.029411764705882353,239.0,0.0041841004184100415
Ford,Escape,2017,4WD 4dr SE,DO NOT USE - First Choice Motors,0,0,0,1,0.002414106780491218,0.029411764705882353,218.0,0.0045871559633027525
Ford,Escape,2017,4WD 4dr SE,Belleau Auto Inc,1,1,1,1,0.0010321181162969702,0.029411764705882353,,
Ford,Escape,2017,4WD 4dr SE,Brown's Volkswagen - Sherwood AutoHaus Ltd,1,1,1,1,0.0007697152053740117,0.029411764705882353,155.0,0.0064516129032258064
Ford,Escape,2017,4WD 4dr SE,2244434 Ontario Inc - 417 Auto Sales,1,1,1,1,0.0006122734588202366,0.029411764705882353,87.0,0.011494252873563218
Ford,Escape,2017,4WD 4dr SE,Baz Auto Pre Owned Cars And Trucks,1,1,1,1,8.74676369743195e-05,0.029411764705882353,93.0,0.010752688172043012
Ford,Escape,2017,4WD 4dr SE,Automobile Endirect.com,1,0,0,1,0.008956686026170318,0.029411764705882353,150.0,0.006666666666666667
Kia,Forte,2021,LX IVT,2970-7528 Quebec Inc - H Gregoire/Lane1,2,0,0,2,0.009219088937093275,0.5,275.0,0.0036363636363636364
Kia,Forte,2021,LX IVT,1964646 Ontario Inc - Auto Market,1,1,1,1,0.0009446504793226506,0.25,92.0,0.010869565217391304
Kia,Forte,2021,LX IVT,Courtenay Nissan,1,1,1,1,0.0004723252396613253,0.25,,
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Bridge Valley,2,2,1,12,0.021954376880554197,0.14457831325301204,113.63636363636364,0.0088
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Automobiles Paille Inc.,4,3,1,12,0.02323140438037926,0.14457831325301204,165.75,0.006033182503770739
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,R.S. Car Sales Ltd,0,0,0,5,0.003936043663844377,0.060240963855421686,121.0,0.008264462809917356
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Gateway Leasing - East,0,0,0,4,0.0063326569169407316,0.04819277108433735,155.25,0.00644122383252818
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Gateway Leasing,1,1,1,4,0.008466867259114127,0.04819277108433735,159.0,0.006289308176100629
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Explorer Van Canada,2,1,0,4,0.0016968721573017984,0.04819277108433735,160.66666666666666,0.006224066390041494
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Midcan Brokers Inc.,1,0,0,3,0.003341263732419005,0.03614457831325301,183.0,0.00546448087431694
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,1202894 Ontario Inc - Edwards Mazda,2,2,2,3,0.002484080890070674,0.03614457831325301,178.0,0.0056179775280898875
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Sundance Chevrolet,2,2,1,2,0.012070533902456092,0.024096385542168676,,
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,1716858 Ontario Inc.,0,0,0,2,0.0028864320201525437,0.024096385542168676,191.0,0.005235602094240838
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,2776588 Ontario Limited - Trucktown,0,0,0,2,0.00851934784129872,0.024096385542168676,62.5,0.016
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Brown's Volkswagen - Sherwood AutoHaus Ltd,0,0,0,1,0.0007697152053740117,0.012048192771084338,116.0,0.008620689655172414
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Punjab Motors Ltd.,0,0,0,1,0.0003148834931075502,0.012048192771084338,95.0,0.010526315789473684
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Pacific Nations Auto Sales And Finance Ltd,0,0,0,1,0.0008047022601637394,0.012048192771084338,129.0,0.007751937984496124
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Pickard Lane Leasing,1,0,0,1,0.0036386536981316913,0.012048192771084338,217.0,0.004608294930875576
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Pioneer Chrysler BC,1,0,0,1,0.010478622909523476,0.012048192771084338,,
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Prime Line Auto Group,0,0,0,1,0.0007347281505842838,0.012048192771084338,,
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Shahnawaz Enterprises Inc - SMS Motors,0,0,0,1,0.0033062766776292773,0.012048192771084338,107.0,0.009345794392523364
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,2547945 Ontario Inc,0,0,0,1,0.0024490938352809462,0.012048192771084338,281.0,0.0035587188612099642
Ford,F-150,2020,XLT 4WD SuperCrew 5.5' Box,Steele Ford Lincoln,0,0,0,1,8.74676369743195e-05,0.012048192771084338,155.0,0.0064516129032258064
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Automobiles Paille Inc.,4,3,1,12,0.02323140438037926,0.14634146341463414,165.75,0.006033182503770739
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Bridge Valley,2,2,1,12,0.021954376880554197,0.14634146341463414,113.63636363636364,0.0088
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,R.S. Car Sales Ltd,0,0,0,5,0.003936043663844377,0.06097560975609756,121.0,0.008264462809917356
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Gateway Leasing - East,0,0,0,4,0.0063326569169407316,0.04878048780487805,155.25,0.00644122383252818
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Gateway Leasing,1,1,1,4,0.008466867259114127,0.04878048780487805,159.0,0.006289308176100629
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Explorer Van Canada,2,1,0,4,0.0016968721573017984,0.04878048780487805,160.66666666666666,0.006224066390041494
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,1202894 Ontario Inc - Edwards Mazda,2,2,2,3,0.002484080890070674,0.036585365853658534,178.0,0.0056179775280898875
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Sundance Chevrolet,2,2,1,2,0.012070533902456092,0.024390243902439025,,
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,1716858 Ontario Inc.,0,0,0,2,0.0028864320201525437,0.024390243902439025,191.0,0.005235602094240838
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,2776588 Ontario Limited - Trucktown,0,0,0,2,0.00851934784129872,0.024390243902439025,62.5,0.016
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Midcan Brokers Inc.,0,0,0,2,0.003341263732419005,0.024390243902439025,183.0,0.00546448087431694
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Automobile Endirect.com,1,1,0,1,0.008956686026170318,0.012195121951219513,268.0,0.0037313432835820895
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Punjab Motors Ltd.,0,0,0,1,0.0003148834931075502,0.012195121951219513,95.0,0.010526315789473684
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Pacific Nations Auto Sales And Finance Ltd,0,0,0,1,0.0008047022601637394,0.012195121951219513,129.0,0.007751937984496124
Ford,F-150,2020,XLT 4WD SuperCrew 6.5' Box,Pickard Lane Leasing,1,0,0,1,0.0036386536981316913,0.012195121951219513,217.0,0.004608294930875576
