Make,Model,Buyer,Greater100,Greater105,Greater110,Purchase Count,Market Share,Particular Market Share,Purchase Age,Inverse Age
Jeep,Cherokee,Border City Auto Sales & Service Inc.,4,0,0,8,0.0011895598628507453,0.015473887814313346,122.0,0.00819672131147541
Jeep,Cherokee,EV Elite Auto Sales,3,1,0,7,0.004810720033587573,0.013539651837524178,164.28571428571428,0.00608695652173913
Jeep,Cherokee,Motion Mazda,4,4,2,6,0.00246658736267581,0.01160541586073501,111.5,0.008968609865470852
Jeep,Cherokee,Dilawri Chrysler Dodge Jeep,4,4,3,6,0.0019767685956196207,0.01160541586073501,150.75,0.006633499170812604
Jeep,Cherokee,Automobile Endirect.com,3,2,0,6,0.008956686026170318,0.01160541586073501,126.33333333333333,0.0079155672823219
Jeep,Cherokee,Haldimand Motors LTD,3,3,1,5,0.003463718424183052,0.009671179883945842,85.5,0.011695906432748537
Jeep,Cherokee,Style Auto - 9052-5585 Quebec Inc,2,2,0,5,0.0018018333216709818,0.009671179883945842,158.0,0.006329113924050633
Jeep,Cherokee,9300-0032 Quebec Inc - Simon's Auto Groupe,2,2,2,5,0.0028339514379679518,0.009671179883945842,187.0,0.0053475935828877
Jeep,Cherokee,TFK Autos Inc,0,0,0,5,0.0019942621230144846,0.009671179883945842,123.5,0.008097165991902834
Jeep,Cherokee,Leavens Chrysler Dodge Jeep Ram,2,2,1,5,0.0021866909243579875,0.009671179883945842,183.0,0.00546448087431694
Jeep,Cherokee,Automobiles Paille Inc.,3,3,2,4,0.02323140438037926,0.007736943907156673,182.0,0.005494505494505495
Jeep,Cherokee,Northland Volkswagen,2,1,1,4,0.002099223287383668,0.007736943907156673,229.5,0.004357298474945534
Jeep,Cherokee,Tip Top Auto Shop Inc,2,1,1,4,0.0011720663354558814,0.007736943907156673,183.66666666666666,0.00544464609800363
Jeep,Cherokee,O'Regans Green Light Dartmouth,1,1,1,4,0.0009971310615072423,0.007736943907156673,185.0,0.005405405405405406
Jeep,Cherokee,Pickard Lane Leasing,1,1,0,4,0.0036386536981316913,0.007736943907156673,,
Jeep,Cherokee,Motortrendz,1,0,0,4,0.001731859212091526,0.007736943907156673,185.0,0.005405405405405406
Jeep,Cherokee,Courtier Automobile Superieur,4,3,1,4,0.0034987054789727802,0.007736943907156673,191.66666666666666,0.0052173913043478265
Jeep,Cherokee,Montreal Auto Echange Inc,0,0,0,4,0.00143446924637884,0.007736943907156673,85.0,0.011764705882352941
Jeep,Cherokee,South West Auto Group,2,2,1,4,0.0012245469176404731,0.007736943907156673,152.5,0.006557377049180328
Jeep,Cherokee,Jay Jay Canada Enterprises,3,3,1,4,0.0006297669862151004,0.007736943907156673,181.5,0.005509641873278237
Jeep,Cherokee,2970-7528 Quebec Inc - H Gregoire/Lane1,1,1,0,4,0.009219088937093275,0.007736943907156673,95.66666666666667,0.010452961672473867
Jeep,Cherokee,ClearCar,1,1,0,4,0.006577566300468827,0.007736943907156673,155.0,0.0064516129032258064
Jeep,Cherokee,ReCar,0,0,0,4,0.003008886711916591,0.007736943907156673,191.75,0.005215123859191656
Ford,Edge,Era Classic,6,4,2,22,0.009026660135749773,0.04263565891472868,140.1875,0.007133303611234953
Ford,Edge,Bridge Valley,10,6,4,19,0.021954376880554197,0.03682170542635659,173.11764705882354,0.0057764186204553175
Ford,Edge,Parkrow Auto Sales Ltd,4,2,1,18,0.006070254006017774,0.03488372093023256,177.0,0.005649717514124294
Ford,Edge,Style Auto - 9052-5585 Quebec Inc,9,7,5,16,0.0018018333216709818,0.031007751937984496,168.33333333333334,0.005940594059405941
Ford,Edge,Autospace Incorporated - Deals On Wheelz,1,0,0,16,0.011458260443635855,0.031007751937984496,127.6923076923077,0.00783132530120482
Ford,Edge,Sundance Chevrolet,12,4,2,14,0.012070533902456092,0.027131782945736434,205.5,0.004866180048661801
Ford,Edge,Petrie Ford,11,6,0,12,0.0009446504793226506,0.023255813953488372,179.25,0.005578800557880056
Ford,Edge,Go Auto Wholesale - AB,4,2,1,8,0.005283045273248898,0.015503875968992248,118.0,0.00847457627118644
Ford,Edge,Automobiles Paille Inc.,5,2,2,7,0.02323140438037926,0.013565891472868217,180.8,0.0055309734513274336
Ford,Edge,Kimco Steel,1,1,1,6,0.003848576026870058,0.011627906976744186,92.8,0.010775862068965518
Ford,Edge,Carevo Auto Solutions,4,0,0,6,0.0012595339724302008,0.011627906976744186,188.2,0.005313496280552604
Ford,Edge,Haldimand Motors LTD,2,1,1,6,0.003463718424183052,0.011627906976744186,97.0,0.010309278350515464
Ford,Edge,9578862 Canada Inc - Prio Auto Sales,4,4,3,5,0.007487229725001749,0.009689922480620155,94.5,0.010582010582010581
Ford,Edge,9209-5462 Qc Inc,1,1,1,5,0.0050031488349310755,0.009689922480620155,214.5,0.004662004662004662
Ford,Edge,2171574 Ontario Inc. - Guru Auto Service,2,2,1,5,0.00587782520467427,0.009689922480620155,125.5,0.00796812749003984
Ford,Edge,Concept Auto,2,2,2,5,0.0021866909243579875,0.009689922480620155,143.25,0.006980802792321117
Ford,Edge,Yosh Shmenge Remarketing,2,2,0,5,0.003533692533762508,0.009689922480620155,124.0,0.008064516129032258
Ford,Edge,Premium Wheels USA LLC.,0,0,0,4,0.00038485760268700583,0.007751937984496124,44.5,0.02247191011235955
Ford,Edge,Border City Auto Sales & Service Inc.,2,2,2,4,0.0011895598628507453,0.007751937984496124,173.33333333333334,0.005769230769230769
Ford,Edge,Redline Auto Corp Inc.,3,3,3,4,0.001067105171086698,0.007751937984496124,119.0,0.008403361344537815
Ford,Edge,Barrie Recreation Ltd,2,2,2,4,0.0005597928766356449,0.007751937984496124,172.0,0.005813953488372093
Ford,Edge,Valley Ford Limited,2,0,0,4,0.0004898187670561892,0.007751937984496124,229.0,0.004366812227074236
Ford,Edge,Northland Volkswagen,3,3,1,4,0.002099223287383668,0.007751937984496124,224.5,0.004454342984409799
Ford,Edge,Wallace Automobiles,1,0,0,4,0.0009096634245329228,0.007751937984496124,127.25,0.007858546168958742
Ford,Edge,Pickard Lane Leasing,4,2,1,4,0.0036386536981316913,0.007751937984496124,181.33333333333334,0.005514705882352941
Ford,Edge,Easy Global Trade Inc.,3,3,2,4,0.0009796375341123785,0.007751937984496124,117.0,0.008547008547008548
Ford,Edge,Fairley & Stevens Ford,0,0,0,4,0.0011370792806661536,0.007751937984496124,140.75,0.007104795737122558
Ford,Edge,9375-4216 Quebec Inc - Auto Ram,0,0,0,3,0.00013994821915891122,0.005813953488372093,,
Ford,Edge,Gundhu Auto Sales Ltd,1,1,1,3,0.0019767685956196207,0.005813953488372093,268.0,0.0037313432835820895
Ford,Edge,9408-5602 Quebec Inc - Soniq Auto,0,0,0,3,0.0007872087327688755,0.005813953488372093,113.5,0.00881057268722467
Kia,Sorento,9388-7768 Quebec Inc,10,7,5,16,0.0023091456161220348,0.031496062992125984,168.2,0.005945303210463734
Kia,Sorento,Demirci Auto,9,7,5,14,0.002484080890070674,0.027559055118110236,149.0,0.006711409395973154
Kia,Sorento,F I Motors,4,4,4,10,0.0014694563011685676,0.01968503937007874,238.66666666666666,0.004189944134078212
Kia,Sorento,2970-7528 Quebec Inc - H Gregoire/Lane1,5,2,0,9,0.009219088937093275,0.017716535433070866,180.66666666666666,0.005535055350553506
Kia,Sorento,Olivier Kia McMasterville,8,6,4,9,0.0009271569519277868,0.017716535433070866,225.0,0.0044444444444444444
Kia,Sorento,Niagara Trade And Export,5,3,3,9,0.0005597928766356449,0.017716535433070866,173.66666666666666,0.005758157389635317
Kia,Sorento,Unicar Auto Group,7,7,4,9,0.0023616261983066267,0.017716535433070866,166.16666666666666,0.006018054162487463
Kia,Sorento,FCM Corporation Inc,4,4,4,9,0.00215170386956826,0.017716535433070866,193.8,0.005159958720330237
Kia,Sorento,Alwindy Trading,4,3,2,9,0.0009971310615072423,0.017716535433070866,157.0,0.006369426751592357
Kia,Sorento,Kia St-Constant,8,6,5,9,0.00071723462318942,0.017716535433070866,157.0,0.006369426751592357
Kia,Sorento,Auto Roco - 9411-0343 Quebec Inc,3,2,2,8,0.0015219368833531593,0.015748031496062992,98.0,0.01020408163265306
Kia,Sorento,Global Amana Auto Corp,1,1,1,7,0.0020642362325939403,0.013779527559055118,160.33333333333334,0.0062370062370062365
Kia,Sorento,Albi Le Geant,3,2,1,7,0.005055629417115667,0.013779527559055118,206.5,0.004842615012106538
Kia,Sorento,9450-3349 Quebec Inc.,2,2,2,7,0.0003148834931075502,0.013779527559055118,55.6,0.017985611510791366
Kia,Sorento,Automobile Endirect.com,5,4,3,7,0.008956686026170318,0.013779527559055118,84.83333333333333,0.011787819253438114
Kia,Sorento,Automobile R Lambert Inc,1,1,0,7,0.0013644951367993842,0.013779527559055118,108.4,0.00922509225092251
Kia,Sorento,Courtier Automobile Superieur,6,6,5,7,0.0034987054789727802,0.013779527559055118,163.2,0.006127450980392158
Kia,Sorento,Lallier Kia Vimont,2,2,1,7,0.0005073122944510532,0.013779527559055118,112.6,0.008880994671403198
Kia,Sorento,6929290 Canada Corporation,5,4,2,7,0.004740745924008117,0.013779527559055118,221.66666666666666,0.004511278195488722
Kia,Sorento,Gundhu Auto Sales Ltd,0,0,0,5,0.0019767685956196207,0.00984251968503937,127.5,0.00784313725490196
Kia,Sorento,Ranchland Honda,4,4,3,5,0.0016968721573017984,0.00984251968503937,184.75,0.005412719891745603
Kia,Sorento,Keezee Auto,1,1,0,5,0.0016618851025120705,0.00984251968503937,161.2,0.00620347394540943
Kia,Sorento,2622354 Ontario Limited - Maple Auto,3,2,1,5,0.00215170386956826,0.00984251968503937,160.5,0.006230529595015576
Kia,Sorento,9578862 Canada Inc - Prio Auto Sales,3,2,2,5,0.007487229725001749,0.00984251968503937,97.4,0.01026694045174538
Kia,Sorento,9312-6613 Quebec Inc,0,0,0,5,0.0013295080820096565,0.00984251968503937,152.0,0.006578947368421052
Kia,Sorento,401 Auto RV Canada Inc - Cambridge,4,2,1,5,0.0034112378419984607,0.00984251968503937,152.5,0.006557377049180328
Kia,Sorento,Birchwood Auto Group - The Megill-Stephenson Company Ltd.,3,1,0,5,0.0018718074312504373,0.00984251968503937,124.66666666666667,0.00802139037433155
Kia,Sorento,Beta Auto,3,1,0,4,0.003533692533762508,0.007874015748031496,122.0,0.00819672131147541
Kia,Sorento,9347828 Canada Inc - Car City,1,1,1,4,0.0013295080820096565,0.007874015748031496,143.0,0.006993006993006993
Kia,Sorento,Tip Top Auto Shop Inc,2,1,1,4,0.0011720663354558814,0.007874015748031496,254.25,0.003933136676499509
Kia,Forte,2970-7528 Quebec Inc - H Gregoire/Lane1,20,16,11,30,0.009219088937093275,0.0594059405940594,149.2173913043478,0.006701631701631702
Kia,Forte,9300-0032 Quebec Inc - Simon's Auto Groupe,8,5,1,21,0.0028339514379679518,0.041584158415841586,110.21428571428571,0.009073233959818535
Kia,Forte,7767579 Canada Inc - Nexgen Cars Canada,17,15,13,21,0.0036036666433419636,0.041584158415841586,136.66666666666666,0.007317073170731708
Kia,Forte,401 Dixie Kia,8,8,6,10,0.00043733818487159753,0.019801980198019802,229.2,0.004363001745200698
Kia,Forte,Beta Auto,5,5,4,9,0.003533692533762508,0.01782178217821782,187.625,0.005329780146568954
Kia,Forte,401 Auto RV Canada Inc - Cambridge,7,5,5,8,0.0034112378419984607,0.015841584158415842,162.66666666666666,0.006147540983606558
Kia,Forte,Peachwood Motors Inc,3,2,2,8,0.0015219368833531593,0.015841584158415842,139.2,0.007183908045977012
Kia,Forte,Rideau Valley Motors Inc.,8,8,7,8,0.0011545728080610174,0.015841584158415842,223.25,0.004479283314669653
Kia,Forte,Mountain Mitsubishi,0,0,0,7,0.0006297669862151004,0.013861386138613862,57.0,0.017543859649122806
Kia,Forte,Complexe Kia,6,5,2,6,0.0003148834931075502,0.011881188118811881,99.5,0.010050251256281407
Kia,Forte,Pret Auto Partez - Services Financiers CSM Inc.,4,3,3,6,0.0020467427051990765,0.011881188118811881,123.0,0.008130081300813009
Kia,Forte,9578862 Canada Inc - Prio Auto Sales,6,6,4,6,0.007487229725001749,0.011881188118811881,178.2,0.0056116722783389455
Kia,Forte,6929290 Canada Corporation,6,4,2,6,0.004740745924008117,0.011881188118811881,168.66666666666666,0.005928853754940712
Kia,Forte,Kia Of Hamilton - Ham K Auto LP,6,6,6,6,0.0012770274998250648,0.011881188118811881,225.75,0.004429678848283499
Kia,Forte,Kamloops Kia,5,5,5,6,0.0012245469176404731,0.011881188118811881,132.4,0.007552870090634441
Kia,Forte,Global Amana Auto Corp,3,2,2,6,0.0020642362325939403,0.011881188118811881,76.0,0.013157894736842105
Kia,Forte,13498140 Canada Inc - Stratford Kia,6,5,3,6,0.0009446504793226506,0.011881188118811881,188.5,0.005305039787798408
Kia,Forte,Automobile Endirect.com,4,2,2,5,0.008956686026170318,0.009900990099009901,139.4,0.007173601147776184
Kia,Forte,Tabangi Motors,4,4,3,5,0.003656147225526555,0.009900990099009901,46.0,0.021739130434782608
Kia,Forte,Overdrive Motors Inc,3,3,3,5,0.0011895598628507453,0.009900990099009901,131.8,0.007587253414264036
Kia,Forte,ReCar,5,4,4,5,0.003008886711916591,0.009900990099009901,192.0,0.005208333333333333
Kia,Forte,Carleton Place Ford Inc.,4,4,3,5,0.0011720663354558814,0.009900990099009901,149.33333333333334,0.006696428571428571
Kia,Forte,FCM Corporation Inc,1,1,1,4,0.00215170386956826,0.007920792079207921,226.0,0.004424778761061947
Kia,Forte,9289-9574 QC Inc,3,1,1,4,0.002116716814778532,0.007920792079207921,96.5,0.010362694300518135
Kia,Forte,Carget Automotive,4,3,2,4,0.0018193268490658456,0.007920792079207921,153.0,0.006535947712418301
Kia,Forte,ClearCar,1,1,1,4,0.006577566300468827,0.007920792079207921,127.0,0.007874015748031496
Kia,Forte,Location MAP Leasing,4,4,4,4,0.0011545728080610174,0.007920792079207921,194.0,0.005154639175257732
Kia,Forte,Island Park Auto Sales Inc.,1,1,1,4,0.001731859212091526,0.007920792079207921,68.5,0.014598540145985401
Kia,Forte,HWY 10 Auto Sales OA Mainland Motors,4,4,4,4,0.0014869498285634316,0.007920792079207921,256.0,0.00390625
Kia,Forte,Speedbit Inc.,1,0,0,4,0.001591910992932615,0.007920792079207921,36.0,0.027777777777777776
Nissan,Sentra,Courtier Automobile Superieur,17,16,15,18,0.0034987054789727802,0.03680981595092025,177.46666666666667,0.005634861006761833
Nissan,Sentra,2970-7528 Quebec Inc - H Gregoire/Lane1,5,4,3,13,0.009219088937093275,0.026584867075664622,151.4,0.006605019815059445
Nissan,Sentra,Auto Lesner Direct,3,3,3,9,0.0008746763697431951,0.018404907975460124,139.625,0.007162041181736795
Nissan,Sentra,401 Auto RV Canada Inc - Cambridge,7,6,5,8,0.0034112378419984607,0.016359918200409,164.25,0.0060882800608828
Nissan,Sentra,Pret Auto Partez - Services Financiers CSM Inc.,5,5,5,8,0.0020467427051990765,0.016359918200409,137.42857142857142,0.007276507276507277
Nissan,Sentra,Tigris Automotive Inc.,0,0,0,8,0.0004548317122664614,0.016359918200409,103.0,0.009708737864077669
Nissan,Sentra,Lily Auto,4,3,3,8,0.004023511300818697,0.016359918200409,207.16666666666666,0.004827031375703943
Nissan,Sentra,Albi Le Geant,2,2,1,7,0.005055629417115667,0.014314928425357873,124.14285714285714,0.00805523590333717
Nissan,Sentra,9324-9068 Quebec Inc ( Autos Rr ),4,3,2,7,0.003131341403680638,0.014314928425357873,142.33333333333334,0.007025761124121779
Nissan,Sentra,6929290 Canada Corporation,5,3,3,6,0.004740745924008117,0.012269938650306749,177.4,0.005636978579481398
Nissan,Sentra,Autorama 2000 Inc.,4,4,3,6,0.005860331677279407,0.012269938650306749,104.4,0.009578544061302681
Nissan,Sentra,Rodney's Auto Sales,2,2,1,5,0.00071723462318942,0.010224948875255624,72.0,0.013888888888888888
Nissan,Sentra,South London Nissan - S NIS Auto LP,5,5,4,5,0.000174935273948639,0.010224948875255624,182.0,0.005494505494505495
Nissan,Sentra,9578862 Canada Inc - Prio Auto Sales,2,2,2,5,0.007487229725001749,0.010224948875255624,204.66666666666666,0.00488599348534202
Nissan,Sentra,1638264 Ontario Inc. - Signature Cars,5,5,3,5,0.0018543139038555735,0.010224948875255624,118.75,0.008421052631578947
Nissan,Sentra,Montreal Auto Echange Inc,3,1,0,5,0.00143446924637884,0.010224948875255624,241.66666666666666,0.004137931034482759
Nissan,Sentra,La Belle Auto /11652818 Canada Inc,0,0,0,5,0.0006472605136099643,0.010224948875255624,133.5,0.00749063670411985
Nissan,Sentra,Super Sales Auto,4,4,1,5,0.0011895598628507453,0.010224948875255624,164.2,0.006090133982947625
Nissan,Sentra,Rideau Valley Motors Inc.,3,3,3,4,0.0011545728080610174,0.0081799591002045,44.0,0.022727272727272728
Nissan,Sentra,Mark Wilson's Better Used Cars,3,3,3,4,0.003393744314603597,0.0081799591002045,195.75,0.005108556832694764
Nissan,Sentra,Lexa Auto Sales Ltd.,1,1,1,4,0.0035686795885522355,0.0081799591002045,231.33333333333334,0.004322766570605187
Nissan,Sentra,Pioneer Chrysler BC,3,2,2,4,0.010478622909523476,0.0081799591002045,198.66666666666666,0.005033557046979866
Nissan,Sentra,Tala Auto Select,3,2,2,4,0.005475474074592401,0.0081799591002045,178.66666666666666,0.005597014925373135
Nissan,Sentra,Direct Auto Sales,4,4,2,4,0.0014869498285634316,0.0081799591002045,235.0,0.00425531914893617
Nissan,Sentra,Autofia,3,1,1,4,0.0004898187670561892,0.0081799591002045,252.66666666666666,0.00395778364116095
Nissan,Sentra,2631273 Ontario Inc.,4,4,4,4,0.0003148834931075502,0.0081799591002045,206.0,0.0048543689320388345
Nissan,Sentra,Golden Mile Chrysler,3,2,2,4,0.0009096634245329228,0.0081799591002045,143.0,0.006993006993006993
Nissan,Sentra,2171574 Ontario Inc. - Guru Auto Service,2,2,2,4,0.00587782520467427,0.0081799591002045,250.5,0.003992015968063872
Nissan,Sentra,Galaxy Motors (1990) Ltd,4,4,4,4,0.002291652088727171,0.0081799591002045,249.0,0.004016064257028112
Nissan,Sentra,United Stars Auto Ltd,0,0,0,4,0.00043733818487159753,0.0081799591002045,184.25,0.005427408412483039
Ford,Explorer,Bridge Valley,15,5,4,33,0.021954376880554197,0.06804123711340206,181.1851851851852,0.005519215044971382
Ford,Explorer,Autospace Incorporated - Deals On Wheelz,1,1,0,20,0.011458260443635855,0.041237113402061855,149.0,0.006711409395973154
Ford,Explorer,Parkrow Auto Sales Ltd,2,2,2,18,0.006070254006017774,0.03711340206185567,147.28571428571428,0.006789524733268671
Ford,Explorer,Era Classic,2,1,0,16,0.009026660135749773,0.032989690721649485,146.27272727272728,0.006836544437538844
Ford,Explorer,Automobiles Paille Inc.,14,9,7,14,0.02323140438037926,0.0288659793814433,242.0,0.004132231404958678
Ford,Explorer,2776588 Ontario Limited - Trucktown,0,0,0,14,0.00851934784129872,0.0288659793814433,109.0,0.009174311926605505
Ford,Explorer,Montreal Motors YYC,7,4,3,13,0.0012770274998250648,0.026804123711340205,136.75,0.007312614259597806
Ford,Explorer,Sundance Chevrolet,2,2,1,11,0.012070533902456092,0.02268041237113402,129.0,0.007751937984496124
Ford,Explorer,Kanata Ford Sales Ltd,5,3,0,10,0.00033237702050241413,0.020618556701030927,161.0,0.006211180124223602
Ford,Explorer,Style Auto - 9052-5585 Quebec Inc,3,2,1,10,0.0018018333216709818,0.020618556701030927,194.33333333333334,0.005145797598627787
Ford,Explorer,9578862 Canada Inc - Prio Auto Sales,6,5,3,9,0.007487229725001749,0.018556701030927835,123.5,0.008097165991902834
Ford,Explorer,European Auto Gallery,1,1,0,7,0.012123014484640683,0.01443298969072165,127.5,0.00784313725490196
Ford,Explorer,1716858 Ontario Inc.,2,1,1,7,0.0028864320201525437,0.01443298969072165,140.75,0.007104795737122558
Ford,Explorer,EV Elite Auto Sales,3,2,2,6,0.004810720033587573,0.012371134020618556,160.5,0.006230529595015576
Ford,Explorer,Gateway Leasing,1,0,0,6,0.008466867259114127,0.012371134020618556,181.6,0.005506607929515419
Ford,Explorer,Pioneer Chrysler BC,4,4,3,6,0.010478622909523476,0.012371134020618556,173.66666666666666,0.005758157389635317
Ford,Explorer,Montmorency Ford 1997 Inc,4,1,1,6,0.0007347281505842838,0.012371134020618556,194.66666666666666,0.005136986301369864
Ford,Explorer,Motion Mazda,0,0,0,6,0.00246658736267581,0.012371134020618556,176.0,0.005681818181818182
Ford,Explorer,Gateway Leasing - East,3,1,0,5,0.0063326569169407316,0.010309278350515464,200.0,0.005
Ford,Explorer,Yosh Shmenge Remarketing,1,1,1,5,0.003533692533762508,0.010309278350515464,131.5,0.0076045627376425855
Ford,Explorer,Pickard Lane Leasing,0,0,0,5,0.0036386536981316913,0.010309278350515464,133.5,0.00749063670411985
Ford,Explorer,Barrhaven Ford Inc.,5,3,0,5,0.0006647540410048283,0.010309278350515464,167.2,0.005980861244019139
Ford,Explorer,Petrie Ford,3,3,0,4,0.0009446504793226506,0.008247422680412371,95.5,0.010471204188481676
Ford,Explorer,Mark Wilson's Better Used Cars,3,2,0,4,0.003393744314603597,0.008247422680412371,187.0,0.0053475935828877
Ford,Explorer,Valley Ford Limited,1,0,0,3,0.0004898187670561892,0.006185567010309278,109.0,0.009174311926605505
Ford,Explorer,Toronto Auto Group - Sudbury,2,2,0,3,0.0007522216779791477,0.006185567010309278,175.0,0.005714285714285714
Ford,Explorer,1068827 Ontario Inc.,3,1,1,3,0.004320901266531383,0.006185567010309278,264.0,0.003787878787878788
Ford,Explorer,Premium Wheels USA LLC.,0,0,0,3,0.00038485760268700583,0.006185567010309278,40.666666666666664,0.024590163934426233
Ford,Explorer,Border City Auto Sales & Service Inc.,0,0,0,3,0.0011895598628507453,0.006185567010309278,50.0,0.02
Ford,Explorer,Whiteoak Ford Lincoln Sales Inc.,3,2,2,3,0.00043733818487159753,0.006185567010309278,220.0,0.004545454545454545
Jeep,Grand Cherokee,Bridge Valley,7,6,3,22,0.021954376880554197,0.04612159329140461,159.21428571428572,0.006280843427545984
Jeep,Grand Cherokee,Sundance Chevrolet,7,4,0,13,0.012070533902456092,0.027253668763102725,165.22222222222223,0.00605245460659045
Jeep,Grand Cherokee,Autospace Incorporated - Deals On Wheelz,0,0,0,12,0.011458260443635855,0.025157232704402517,155.11111111111111,0.0064469914040114614
Jeep,Grand Cherokee,Steve Marshall Motors 1996 ltd,8,5,4,12,0.0042159401021622,0.025157232704402517,164.75,0.006069802731411229
Jeep,Grand Cherokee,Marsh Auto Sales LLC,1,0,0,11,0.0020467427051990765,0.023060796645702306,162.57142857142858,0.006151142355008787
Jeep,Grand Cherokee,Era Classic,1,1,0,11,0.009026660135749773,0.023060796645702306,139.88888888888889,0.007148530579825258
Jeep,Grand Cherokee,Automobile Endirect.com,5,3,1,10,0.008956686026170318,0.020964360587002098,134.14285714285714,0.007454739084132056
Jeep,Grand Cherokee,Concept Auto,2,1,1,10,0.0021866909243579875,0.020964360587002098,190.0,0.005263157894736842
Jeep,Grand Cherokee,European Auto Gallery,4,4,2,9,0.012123014484640683,0.018867924528301886,143.8,0.006954102920723226
Jeep,Grand Cherokee,Automobiles Paille Inc.,2,0,0,9,0.02323140438037926,0.018867924528301886,161.22222222222223,0.006202618883528601
Jeep,Grand Cherokee,Elite Auto Group - USA,6,3,1,9,0.003481211951577916,0.018867924528301886,174.0,0.005747126436781609
Jeep,Grand Cherokee,Patterson Auto Sales Inc.,1,0,0,8,0.0020117556504093484,0.016771488469601678,112.85714285714286,0.008860759493670886
Jeep,Grand Cherokee,Leavens Chrysler Dodge Jeep Ram,2,2,1,7,0.0021866909243579875,0.014675052410901468,192.5,0.005194805194805195
Jeep,Grand Cherokee,Carzone Motors Ltd.,1,1,1,6,0.00071723462318942,0.012578616352201259,160.0,0.00625
Jeep,Grand Cherokee,Gateway Leasing,0,0,0,6,0.008466867259114127,0.012578616352201259,118.33333333333333,0.008450704225352114
Jeep,Grand Cherokee,Go Auto Wholesale - AB,3,1,1,6,0.005283045273248898,0.012578616352201259,160.8,0.006218905472636815
Jeep,Grand Cherokee,EV Elite Auto Sales,0,0,0,6,0.004810720033587573,0.012578616352201259,59.0,0.01694915254237288
Jeep,Grand Cherokee,Explorer Van Canada,1,0,0,5,0.0016968721573017984,0.010482180293501049,116.75,0.008565310492505354
Jeep,Grand Cherokee,Yosh Shmenge Remarketing,1,1,0,5,0.003533692533762508,0.010482180293501049,140.75,0.007104795737122558
Jeep,Grand Cherokee,Only The Family Auto Sales Ltd.,3,3,2,5,0.0016268980477223427,0.010482180293501049,124.5,0.008032128514056224
Jeep,Grand Cherokee,Unicool Auto Sales Inc,1,1,1,5,0.0008921698971380589,0.010482180293501049,75.5,0.013245033112582781
Jeep,Grand Cherokee,Automobiles J. Poirier,1,0,0,5,0.000524805821845917,0.010482180293501049,109.5,0.0091324200913242
Jeep,Grand Cherokee,2776588 Ontario Limited - Trucktown,1,0,0,5,0.00851934784129872,0.010482180293501049,128.4,0.00778816199376947
Jeep,Grand Cherokee,Car4U Motors Ltd.,1,0,0,5,0.0008221957875586034,0.010482180293501049,186.0,0.005376344086021506
Jeep,Grand Cherokee,Hinton Chrysler,3,2,1,4,0.0022566650339374433,0.008385744234800839,248.5,0.004024144869215292
Jeep,Grand Cherokee,Burrell Auto,1,1,1,4,0.0008221957875586034,0.008385744234800839,204.66666666666666,0.00488599348534202
Jeep,Grand Cherokee,2449303 Ontario Ltd - Venture Auto,0,0,0,4,0.0009621440067175145,0.008385744234800839,194.75,0.005134788189987163
Jeep,Grand Cherokee,Style Auto - 9052-5585 Quebec Inc,2,1,0,4,0.0018018333216709818,0.008385744234800839,172.25,0.005805515239477504
Jeep,Grand Cherokee,Pioneer Chrysler BC,2,1,1,4,0.010478622909523476,0.008385744234800839,208.5,0.004796163069544364
Jeep,Grand Cherokee,Moto Auto Ltd,0,0,0,4,0.0019067944860401652,0.008385744234800839,118.33333333333333,0.008450704225352114
Volkswagen,Tiguan,Ranchland Honda,8,8,6,10,0.0016968721573017984,0.023148148148148147,119.5,0.008368200836820083
Volkswagen,Tiguan,2970-7528 Quebec Inc - H Gregoire/Lane1,2,1,1,8,0.009219088937093275,0.018518518518518517,80.66666666666667,0.012396694214876032
Volkswagen,Tiguan,Leavens Volkswagen,5,4,3,8,0.0003148834931075502,0.018518518518518517,119.0,0.008403361344537815
Volkswagen,Tiguan,JP Motors Sales Inc.,5,1,1,8,0.0029214190749422713,0.018518518518518517,186.5,0.005361930294906166
Volkswagen,Tiguan,Tabangi Motors,6,6,1,7,0.003656147225526555,0.016203703703703703,178.5,0.0056022408963585435
Volkswagen,Tiguan,Lexa Auto Sales Ltd.,5,4,4,7,0.0035686795885522355,0.016203703703703703,196.5,0.005089058524173028
Volkswagen,Tiguan,Autorama 2000 Inc.,6,6,3,7,0.005860331677279407,0.016203703703703703,133.2,0.007507507507507508
Volkswagen,Tiguan,9578862 Canada Inc - Prio Auto Sales,5,5,2,6,0.007487229725001749,0.013888888888888888,149.8,0.006675567423230974
Volkswagen,Tiguan,Albi Le Geant,2,0,0,6,0.005055629417115667,0.013888888888888888,105.4,0.009487666034155597
Volkswagen,Tiguan,Approval Team Inc.,2,2,0,5,0.0004548317122664614,0.011574074074074073,88.5,0.011299435028248588
Volkswagen,Tiguan,Bouman Auto Gallery Ltd.,2,2,2,5,0.0009621440067175145,0.011574074074074073,241.0,0.004149377593360996
Volkswagen,Tiguan,Unicar Auto Group,3,3,1,5,0.0023616261983066267,0.011574074074074073,92.8,0.010775862068965518
Volkswagen,Tiguan,Pioneer Chrysler BC,3,3,3,4,0.010478622909523476,0.009259259259259259,91.5,0.01092896174863388
Volkswagen,Tiguan,Beta Auto,1,0,0,4,0.003533692533762508,0.009259259259259259,125.5,0.00796812749003984
