,Make,Model,Year,Trim,Buyer,Greater100,Greater105,Greater110,Purchase Count,Market Share,Particular Market Share,Purchase Age,Inverse Age
432,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Bridge Valley,6,2,2,13,0.021954376880554197,0.14606741573033707,150.5,0.006644518272425249
433,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,R.S. Car Sales Ltd,0,0,0,9,0.003936043663844377,0.10112359550561797,143.5,0.006968641114982578
434,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Automobiles Paille Inc.,4,2,0,8,0.02323140438037926,0.0898876404494382,193.71428571428572,0.005162241887905605
435,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Explorer Van Canada,2,1,0,5,0.0016968721573017984,0.056179775280898875,137.0,0.0072992700729927005
436,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Gateway Leasing - East,0,0,0,3,0.0063326569169407316,0.033707865168539325,185.33333333333334,0.0053956834532374095
437,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,2776588 Ontario Limited - Trucktown,0,0,0,3,0.00851934784129872,0.033707865168539325,107.0,0.009345794392523364
438,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,European Auto Gallery,2,2,2,3,0.012123014484640683,0.033707865168539325,172.66666666666666,0.005791505791505792
439,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Sundance Chevrolet,2,2,1,2,0.012070533902456092,0.02247191011235955,,
440,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Steele Ford Lincoln,1,0,0,2,8.74676369743195e-05,0.02247191011235955,188.0,0.005319148936170213
441,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Gateway Leasing,1,1,0,2,0.008466867259114127,0.02247191011235955,93.0,0.010752688172043012
442,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,1202894 Ontario Inc - Edwards Mazda,1,1,1,2,0.002484080890070674,0.02247191011235955,178.0,0.0056179775280898875
443,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,6929290 Canada Corporation,2,1,0,2,0.004740745924008117,0.02247191011235955,210.0,0.004761904761904762
444,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Border City Auto Sales & Service Inc.,0,0,0,1,0.0011895598628507453,0.011235955056179775,,
445,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Butterfield Limited Partnership - Ezee Wheelz,0,0,0,1,0.0002449093835280946,0.011235955056179775,120.0,0.008333333333333333
446,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Overdrive Motors Inc,0,0,0,1,0.0011895598628507453,0.011235955056179775,129.0,0.007751937984496124
447,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Pickard Lane Leasing,1,0,0,1,0.0036386536981316913,0.011235955056179775,217.0,0.004608294930875576
448,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Pioneer Chrysler BC,1,1,1,1,0.010478622909523476,0.011235955056179775,179.0,0.00558659217877095
449,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Premium Automotive Sales,0,0,0,1,0.0011370792806661536,0.011235955056179775,45.0,0.022222222222222223
450,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Punjab Motors Ltd.,0,0,0,1,0.0003148834931075502,0.011235955056179775,95.0,0.010526315789473684
451,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Shahnawaz Enterprises Inc - SMS Motors,0,0,0,1,0.0033062766776292773,0.011235955056179775,107.0,0.009345794392523364
452,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Simard et Freres Automobiles Ltee,0,0,0,1,0.0001574417465537751,0.011235955056179775,190.0,0.005263157894736842
453,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,2970-7528 Quebec Inc - H Gregoire/Lane1,0,0,0,1,0.009219088937093275,0.011235955056179775,38.0,0.02631578947368421
454,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Style Auto - 9052-5585 Quebec Inc,0,0,0,1,0.0018018333216709818,0.011235955056179775,240.0,0.004166666666666667
455,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,2449303 Ontario Ltd - Venture Auto,1,1,0,1,0.0009621440067175145,0.011235955056179775,189.0,0.005291005291005291
456,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Vernon Nissan - Vernon Titanium Autogroup Ltd.,0,0,0,1,0.0009096634245329228,0.011235955056179775,127.0,0.007874015748031496
457,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Vickar Chevrolet,0,0,0,1,0.0005947799314253726,0.011235955056179775,105.0,0.009523809523809525
458,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Woods Auto Sales Ltd.,0,0,0,1,0.0001574417465537751,0.011235955056179775,59.0,0.01694915254237288
459,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Yosh Shmenge Remarketing,1,0,0,1,0.003533692533762508,0.011235955056179775,127.0,0.007874015748031496
460,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Mr. Automotives,0,0,0,1,0.0002274158561332307,0.011235955056179775,121.0,0.008264462809917356
461,Ford,F-150,2018,XLT 4WD SuperCrew 6.5' Box,Midtown Motors,1,1,1,1,0.002274158561332307,0.011235955056179775,,
462,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Bridge Valley,10,9,5,15,0.021954376880554197,0.21739130434782608,147.33333333333334,0.006787330316742081
463,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Automobiles Paille Inc.,4,2,2,6,0.02323140438037926,0.08695652173913043,107.33333333333333,0.009316770186335404
464,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Sundance Chevrolet,4,4,4,5,0.012070533902456092,0.07246376811594203,,
465,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Gateway Leasing,3,3,2,4,0.008466867259114127,0.057971014492753624,182.0,0.005494505494505495
466,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",R.S. Car Sales Ltd,3,2,1,4,0.003936043663844377,0.057971014492753624,173.0,0.005780346820809248
467,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",European Auto Gallery,3,3,3,3,0.012123014484640683,0.043478260869565216,173.0,0.005780346820809248
468,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Gateway Leasing - East,2,2,2,3,0.0063326569169407316,0.043478260869565216,240.0,0.004166666666666667
469,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Kaylor Auto Group,2,2,2,2,0.0015394304107480233,0.028985507246376812,248.0,0.004032258064516129
470,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",EV Elite Auto Sales,2,0,0,2,0.004810720033587573,0.028985507246376812,275.0,0.0036363636363636364
471,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",2544484 Ontario Inc - Open Roads Auto Sales,0,0,0,2,0.0004898187670561892,0.028985507246376812,82.0,0.012195121951219513
472,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Style Auto - 9052-5585 Quebec Inc,0,0,0,1,0.0018018333216709818,0.014492753623188406,253.0,0.003952569169960474
473,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Steve Marshall Motors 1996 ltd,1,1,1,1,0.0042159401021622,0.014492753623188406,186.0,0.005376344086021506
474,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Hinton Chrysler,0,0,0,1,0.0022566650339374433,0.014492753623188406,281.0,0.0035587188612099642
475,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Titanium Auto Group Ltd - BC,1,1,1,1,0.0013644951367993842,0.014492753623188406,277.0,0.0036101083032490976
476,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Upper Canada Chevrolet Inc.,1,0,0,1,1.7493527394863902e-05,0.014492753623188406,175.0,0.005714285714285714
477,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Premium Automotive Sales,1,1,1,1,0.0011370792806661536,0.014492753623188406,99.0,0.010101010101010102
478,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",International Motor Cars,1,0,0,1,0.00038485760268700583,0.014492753623188406,,
479,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Woods Auto Sales Ltd.,0,0,0,1,0.0001574417465537751,0.014492753623188406,43.0,0.023255813953488372
480,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Saskatoon Auto Connection Inc,1,1,0,1,0.0006472605136099643,0.014492753623188406,148.0,0.006756756756756757
481,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",1068827 Ontario Inc. - Grace Motors,1,1,1,1,0.0006647540410048283,0.014492753623188406,267.0,0.003745318352059925
482,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Haldimand Motors LTD,0,0,0,1,0.003463718424183052,0.014492753623188406,45.0,0.022222222222222223
483,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Elite Auto Group - USA,0,0,0,1,0.003481211951577916,0.014492753623188406,,
484,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Delaney Motors Inc.,0,0,0,1,0.0011020922258764257,0.014492753623188406,42.0,0.023809523809523808
485,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Corey Ford,0,0,0,1,0.0009446504793226506,0.014492753623188406,38.0,0.02631578947368421
486,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Carvendor Inc.,0,0,0,1,0.000174935273948639,0.014492753623188406,,
487,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Belleau Auto Inc,1,1,1,1,0.0010321181162969702,0.014492753623188406,,
488,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Autospace Incorporated - Deals On Wheelz,0,0,0,1,0.011458260443635855,0.014492753623188406,38.0,0.02631578947368421
489,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Automobiles Christian Beauvais Inc,1,1,0,1,0.0008571828423483311,0.014492753623188406,249.0,0.004016064257028112
490,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",Auto House Used Car Inc,0,0,0,1,0.0011020922258764257,0.014492753623188406,162.0,0.006172839506172839
491,Ford,F-150,2016,"4WD SuperCrew 145"" XLT",9578862 Canada Inc - Prio Auto Sales,1,1,1,1,0.007487229725001749,0.014492753623188406,241.0,0.004149377593360996
492,Hyundai,Elantra,2013,4dr Sdn Auto GL,Demirci Auto,2,2,2,3,0.002484080890070674,0.11538461538461539,64.0,0.015625
493,Hyundai,Elantra,2013,4dr Sdn Auto GL,DO NOT USE - First Choice Motors,2,2,2,2,0.002414106780491218,0.07692307692307693,185.0,0.005405405405405406
494,Hyundai,Elantra,2013,4dr Sdn Auto GL,2244434 Ontario Inc - 417 Auto Sales,0,0,0,1,0.0006122734588202366,0.038461538461538464,66.0,0.015151515151515152
495,Hyundai,Elantra,2013,4dr Sdn Auto GL,Bhangu Auto Ltd,1,1,1,1,0.00027989643831782243,0.038461538461538464,85.0,0.011764705882352941
496,Hyundai,Elantra,2013,4dr Sdn Auto GL,Horsepower Auto Inc,1,1,1,1,0.0006122734588202366,0.038461538461538464,93.0,0.010752688172043012
497,Hyundai,Elantra,2013,4dr Sdn Auto GL,Honda Shop Canada (6991831 Canada Inc),1,0,0,1,3.4987054789727804e-05,0.038461538461538464,281.0,0.0035587188612099642
498,Hyundai,Elantra,2013,4dr Sdn Auto GL,Grand Auto Group,1,1,1,1,0.0014519627737737037,0.038461538461538464,270.0,0.003703703703703704
499,Hyundai,Elantra,2013,4dr Sdn Auto GL,Financement Auto HM,1,1,1,1,0.0003673640752921419,0.038461538461538464,,
500,Hyundai,Elantra,2013,4dr Sdn Auto GL,Fidelity Imports LTD,1,1,1,1,0.0006472605136099643,0.038461538461538464,189.0,0.005291005291005291
501,Hyundai,Elantra,2013,4dr Sdn Auto GL,Driven Cars Canada,1,1,1,1,0.0007522216779791477,0.038461538461538464,218.0,0.0045871559633027525
502,Hyundai,Elantra,2013,4dr Sdn Auto GL,Bouman Auto Gallery Ltd.,1,1,1,1,0.0009621440067175145,0.038461538461538464,149.0,0.006711409395973154
503,Hyundai,Elantra,2013,4dr Sdn Auto GL,Beta Auto,1,0,0,1,0.003533692533762508,0.038461538461538464,281.0,0.0035587188612099642
504,Hyundai,Elantra,2013,4dr Sdn Auto GL,627000 Ontario Limited - Pastime Motors,0,0,0,1,0.0007347281505842838,0.038461538461538464,64.0,0.015625
505,Hyundai,Elantra,2013,4dr Sdn Auto GL,Automobile R Lambert Inc,1,0,0,1,0.0013644951367993842,0.038461538461538464,162.0,0.006172839506172839
506,Hyundai,Elantra,2013,4dr Sdn Auto GL,Auto Roco - 9411-0343 Quebec Inc,0,0,0,1,0.0015219368833531593,0.038461538461538464,,
507,Hyundai,Elantra,2013,4dr Sdn Auto GL,Auto Plus Car Sales Inc,1,1,1,1,0.0001224546917640473,0.038461538461538464,,
508,Hyundai,Elantra,2013,4dr Sdn Auto GL,Action VIP Auto,1,1,1,1,0.0002449093835280946,0.038461538461538464,,
509,Hyundai,Elantra,2013,4dr Sdn Auto GL,9408-6675 Quebec Inc,1,1,0,1,0.0001224546917640473,0.038461538461538464,241.0,0.004149377593360996
510,Hyundai,Elantra,2013,4dr Sdn Auto GL,9405-9987 Qc Inc-baba Auto,0,0,0,1,0.00038485760268700583,0.038461538461538464,184.0,0.005434782608695652
511,Hyundai,Elantra,2013,4dr Sdn Auto GL,9289-4278 Quebec Inc,0,0,0,1,0.0001574417465537751,0.038461538461538464,206.0,0.0048543689320388345
512,Hyundai,Elantra,2013,4dr Sdn Auto GL,9209-5462 Qc Inc,1,1,1,1,0.0050031488349310755,0.038461538461538464,252.0,0.003968253968253968
513,Hyundai,Elantra,2013,4dr Sdn Auto GL,9116-1950 Quebec Inc,0,0,0,1,0.000174935273948639,0.038461538461538464,130.0,0.007692307692307693
514,Hyundai,Elantra,2013,4dr Sdn Auto GL,Waynes Auto World,1,1,1,1,0.0014869498285634316,0.038461538461538464,246.0,0.0040650406504065045
515,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Bridge Valley,8,7,4,12,0.021954376880554197,0.2,149.0,0.006711409395973154
516,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Automobiles Paille Inc.,4,2,2,6,0.02323140438037926,0.1,107.33333333333333,0.009316770186335404
517,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",R.S. Car Sales Ltd,3,2,1,4,0.003936043663844377,0.06666666666666667,173.0,0.005780346820809248
518,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Gateway Leasing,3,3,2,4,0.008466867259114127,0.06666666666666667,182.0,0.005494505494505495
519,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",European Auto Gallery,3,3,3,3,0.012123014484640683,0.05,173.0,0.005780346820809248
520,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Gateway Leasing - East,2,2,2,3,0.0063326569169407316,0.05,240.0,0.004166666666666667
521,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Sundance Chevrolet,2,2,2,2,0.012070533902456092,0.03333333333333333,,
522,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",EV Elite Auto Sales,2,0,0,2,0.004810720033587573,0.03333333333333333,275.0,0.0036363636363636364
523,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",2544484 Ontario Inc - Open Roads Auto Sales,0,0,0,2,0.0004898187670561892,0.03333333333333333,82.0,0.012195121951219513
524,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Style Auto - 9052-5585 Quebec Inc,0,0,0,1,0.0018018333216709818,0.016666666666666666,253.0,0.003952569169960474
525,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Saskatoon Auto Connection Inc,1,1,0,1,0.0006472605136099643,0.016666666666666666,148.0,0.006756756756756757
526,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Haldimand Motors LTD,0,0,0,1,0.003463718424183052,0.016666666666666666,45.0,0.022222222222222223
527,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Titanium Auto Group Ltd - BC,1,1,1,1,0.0013644951367993842,0.016666666666666666,277.0,0.0036101083032490976
528,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Premium Automotive Sales,1,1,1,1,0.0011370792806661536,0.016666666666666666,99.0,0.010101010101010102
529,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Kaylor Auto Group,1,1,1,1,0.0015394304107480233,0.016666666666666666,248.0,0.004032258064516129
530,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Hinton Chrysler,0,0,0,1,0.0022566650339374433,0.016666666666666666,281.0,0.0035587188612099642
531,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Upper Canada Chevrolet Inc.,1,0,0,1,1.7493527394863902e-05,0.016666666666666666,175.0,0.005714285714285714
532,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Woods Auto Sales Ltd.,0,0,0,1,0.0001574417465537751,0.016666666666666666,43.0,0.023255813953488372
533,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",1068827 Ontario Inc. - Grace Motors,1,1,1,1,0.0006647540410048283,0.016666666666666666,267.0,0.003745318352059925
534,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Elite Auto Group - USA,0,0,0,1,0.003481211951577916,0.016666666666666666,,
535,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Delaney Motors Inc.,0,0,0,1,0.0011020922258764257,0.016666666666666666,42.0,0.023809523809523808
536,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Corey Ford,0,0,0,1,0.0009446504793226506,0.016666666666666666,38.0,0.02631578947368421
537,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Carvendor Inc.,0,0,0,1,0.000174935273948639,0.016666666666666666,,
538,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Belleau Auto Inc,1,1,1,1,0.0010321181162969702,0.016666666666666666,,
539,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Autospace Incorporated - Deals On Wheelz,0,0,0,1,0.011458260443635855,0.016666666666666666,38.0,0.02631578947368421
540,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Automobiles Christian Beauvais Inc,1,1,0,1,0.0008571828423483311,0.016666666666666666,249.0,0.004016064257028112
541,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",Auto House Used Car Inc,0,0,0,1,0.0011020922258764257,0.016666666666666666,162.0,0.006172839506172839
542,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",9578862 Canada Inc - Prio Auto Sales,1,1,1,1,0.007487229725001749,0.016666666666666666,241.0,0.004149377593360996
543,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",6929290 Canada Corporation,1,1,1,1,0.004740745924008117,0.016666666666666666,211.0,0.004739336492890996
544,Ford,F-150,2017,"4WD SuperCrew 157"" XLT",2776588 Ontario Limited - Trucktown,1,0,0,1,0.00851934784129872,0.016666666666666666,38.0,0.02631578947368421
545,Ford,Escape,2018,SE 4WD,6929290 Canada Corporation,3,3,1,3,0.004740745924008117,0.125,242.5,0.004123711340206186
546,Ford,Escape,2018,SE 4WD,Direct Auto Sales,1,0,0,2,0.0014869498285634316,0.08333333333333333,105.0,0.009523809523809525
547,Ford,Escape,2018,SE 4WD,Key West Auto Inc.,0,0,0,1,0.0007347281505842838,0.041666666666666664,91.0,0.01098901098901099
548,Ford,Escape,2018,SE 4WD,Unicar Auto Group,0,0,0,1,0.0023616261983066267,0.041666666666666664,276.0,0.0036231884057971015
549,Ford,Escape,2018,SE 4WD,Sundance Chevrolet,0,0,0,1,0.012070533902456092,0.041666666666666664,85.0,0.011764705882352941
550,Ford,Escape,2018,SE 4WD,Revmotors,1,1,0,1,0.0005073122944510532,0.041666666666666664,267.0,0.003745318352059925
551,Ford,Escape,2018,SE 4WD,Prime Tire and Auto,0,0,0,1,8.74676369743195e-05,0.041666666666666664,37.0,0.02702702702702703
552,Ford,Escape,2018,SE 4WD,Petrie Ford,1,1,0,1,0.0009446504793226506,0.041666666666666664,,
553,Ford,Escape,2018,SE 4WD,Openroad Infiniti Langley - OpenRoad Auto Group Limited,1,1,1,1,0.000524805821845917,0.041666666666666664,247.0,0.004048582995951417
554,Ford,Escape,2018,SE 4WD,Midland Super Save Inc. / Auto Save,0,0,0,1,6.997410957945561e-05,0.041666666666666664,207.0,0.004830917874396135
555,Ford,Escape,2018,SE 4WD,Manitoulin Chrysler,1,1,0,1,8.74676369743195e-05,0.041666666666666664,178.0,0.0056179775280898875
556,Ford,Escape,2018,SE 4WD,Haldimand Motors LTD,1,1,1,1,0.003463718424183052,0.041666666666666664,281.0,0.0035587188612099642
557,Ford,Escape,2018,SE 4WD,7767579 Canada Inc - Nexgen Cars Canada,0,0,0,1,0.0036036666433419636,0.041666666666666664,43.0,0.023255813953488372
558,Ford,Escape,2018,SE 4WD,Go Auto Wholesale - AB,0,0,0,1,0.005283045273248898,0.041666666666666664,,
559,Ford,Escape,2018,SE 4WD,Fairley & Stevens Ford,0,0,0,1,0.0011370792806661536,0.041666666666666664,245.0,0.004081632653061225
560,Ford,Escape,2018,SE 4WD,Corey Ford,0,0,0,1,0.0009446504793226506,0.041666666666666664,62.0,0.016129032258064516
561,Ford,Escape,2018,SE 4WD,ClearCar,1,0,0,1,0.006577566300468827,0.041666666666666664,,
562,Ford,Escape,2018,SE 4WD,Autorama 2000 Inc.,1,0,0,1,0.005860331677279407,0.041666666666666664,,
563,Ford,Escape,2018,SE 4WD,Atlantic Mazda,1,1,1,1,0.001574417465537751,0.041666666666666664,,
564,Ford,Escape,2018,SE 4WD,9578862 Canada Inc - Prio Auto Sales,1,1,0,1,0.007487229725001749,0.041666666666666664,92.0,0.010869565217391304
565,Ford,Escape,2018,SE 4WD,Valley Ford Limited,1,1,1,1,0.0004898187670561892,0.041666666666666664,186.0,0.005376344086021506
566,Ford,Escape,2013,4WD 4dr SE,Auto Rev Inc,2,2,1,2,0.0014869498285634316,0.058823529411764705,267.0,0.003745318352059925
567,Ford,Escape,2013,4WD 4dr SE,Sundance Chevrolet,1,1,0,2,0.012070533902456092,0.058823529411764705,236.5,0.004228329809725159
568,Ford,Escape,2013,4WD 4dr SE,Speedbit Inc.,1,1,0,2,0.001591910992932615,0.058823529411764705,118.5,0.008438818565400843
569,Ford,Escape,2013,4WD 4dr SE,Gundhu Auto Sales Ltd,1,1,1,2,0.0019767685956196207,0.058823529411764705,170.5,0.005865102639296188
570,Ford,Escape,2013,4WD 4dr SE,1292448 Ontario Limited - Used Trucks Ottawa,0,0,0,1,0.000524805821845917,0.029411764705882353,157.0,0.006369426751592357
571,Ford,Escape,2013,4WD 4dr SE,Joe Motor Ltd,1,0,0,1,0.00043733818487159753,0.029411764705882353,,
572,Ford,Escape,2013,4WD 4dr SE,Yosh Shmenge Remarketing,1,1,0,1,0.003533692533762508,0.029411764705882353,147.0,0.006802721088435374
573,Ford,Escape,2013,4WD 4dr SE,Unicar Auto Group,1,1,1,1,0.0023616261983066267,0.029411764705882353,241.0,0.004149377593360996
574,Ford,Escape,2013,4WD 4dr SE,Toplane Auto Group,0,0,0,1,0.0002624029109229585,0.029411764705882353,99.0,0.010101010101010102
575,Ford,Escape,2013,4WD 4dr SE,Silverstar Automotive Solutions,1,1,0,1,0.0002099223287383668,0.029411764705882353,267.0,0.003745318352059925
576,Ford,Escape,2013,4WD 4dr SE,Selective Autoland Inc,1,1,1,1,6.997410957945561e-05,0.029411764705882353,94.0,0.010638297872340425
577,Ford,Escape,2013,4WD 4dr SE,Rteen Auto Ltd.,1,0,0,1,0.0008746763697431951,0.029411764705882353,277.0,0.0036101083032490976
578,Ford,Escape,2013,4WD 4dr SE,Ranchland Honda,1,1,1,1,0.0016968721573017984,0.029411764705882353,212.0,0.0047169811320754715
579,Ford,Escape,2013,4WD 4dr SE,Pickard Lane Leasing,0,0,0,1,0.0036386536981316913,0.029411764705882353,190.0,0.005263157894736842
580,Ford,Escape,2013,4WD 4dr SE,Les Importations Burelle,1,0,0,1,0.0007697152053740117,0.029411764705882353,,
581,Ford,Escape,2013,4WD 4dr SE,KH Investments Ltd,0,0,0,1,0.0012770274998250648,0.029411764705882353,99.0,0.010101010101010102
582,Ford,Escape,2013,4WD 4dr SE,JP Motors Sales Inc.,0,0,0,1,0.0029214190749422713,0.029411764705882353,64.0,0.015625
583,Ford,Escape,2013,4WD 4dr SE,88 Auto On Mcphillips Inc.,1,1,1,1,0.00013994821915891122,0.029411764705882353,,
584,Ford,Escape,2013,4WD 4dr SE,Garage Plus Auto Centre Inc,1,1,1,1,0.0005073122944510532,0.029411764705882353,239.0,0.0041841004184100415
585,Ford,Escape,2013,4WD 4dr SE,G&G Auto,0,0,0,1,0.0004023511300818697,0.029411764705882353,120.0,0.008333333333333333
586,Ford,Escape,2013,4WD 4dr SE,Franze Automotive Inc,0,0,0,1,0.00013994821915891122,0.029411764705882353,35.0,0.02857142857142857
587,Ford,Escape,2013,4WD 4dr SE,Fairley & Stevens Ford,0,0,0,1,0.0011370792806661536,0.029411764705882353,220.0,0.004545454545454545
588,Ford,Escape,2013,4WD 4dr SE,Era Classic,0,0,0,1,0.009026660135749773,0.029411764705882353,,
589,Ford,Escape,2013,4WD 4dr SE,Corcon Auto Sales,0,0,0,1,0.001591910992932615,0.029411764705882353,,
590,Ford,Escape,2013,4WD 4dr SE,Campbell's Auto Sales 2015 Ltd,0,0,0,1,0.0005947799314253726,0.029411764705882353,67.0,0.014925373134328358
591,Ford,Escape,2013,4WD 4dr SE,Beta Auto,0,0,0,1,0.003533692533762508,0.029411764705882353,267.0,0.003745318352059925
592,Ford,Escape,2013,4WD 4dr SE,AutoRev,0,0,0,1,0.0012595339724302008,0.029411764705882353,239.0,0.0041841004184100415
593,Ford,Escape,2013,4WD 4dr SE,Acura Of Langley,0,0,0,1,0.0005597928766356449,0.029411764705882353,100.0,0.01
594,Ford,Escape,2013,4WD 4dr SE,9209-5462 Qc Inc,0,0,0,1,0.0050031488349310755,0.029411764705882353,,
595,Ford,Escape,2013,4WD 4dr SE,Zed Auto Inc.,1,1,1,1,0.00027989643831782243,0.029411764705882353,37.0,0.02702702702702703
596,Ford,Escape,2015,4WD 4dr SE,9209-5462 Qc Inc,0,0,0,2,0.0050031488349310755,0.06451612903225806,101.0,0.009900990099009901
597,Ford,Escape,2015,4WD 4dr SE,Auto 313 Inc.,0,0,0,2,0.0004723252396613253,0.06451612903225806,124.5,0.008032128514056224
598,Ford,Escape,2015,4WD 4dr SE,1237321 Alberta Inc - Wild Mile Auto Sales,0,0,0,1,0.00019242880134350291,0.03225806451612903,,
599,Ford,Escape,2015,4WD 4dr SE,JP Motors Sales Inc.,0,0,0,1,0.0029214190749422713,0.03225806451612903,50.0,0.02
600,Ford,Escape,2015,4WD 4dr SE,Unicar Auto Group,1,1,1,1,0.0023616261983066267,0.03225806451612903,241.0,0.004149377593360996
601,Ford,Escape,2015,4WD 4dr SE,Toronto Auto Group,0,0,0,1,0.002099223287383668,0.03225806451612903,182.0,0.005494505494505495
602,Ford,Escape,2015,4WD 4dr SE,Style Auto - 9052-5585 Quebec Inc,1,1,1,1,0.0018018333216709818,0.03225806451612903,92.0,0.010869565217391304
603,Ford,Escape,2015,4WD 4dr SE,Ranchland Honda,1,1,1,1,0.0016968721573017984,0.03225806451612903,212.0,0.0047169811320754715
604,Ford,Escape,2015,4WD 4dr SE,Patterson Auto Sales Inc.,0,0,0,1,0.0020117556504093484,0.03225806451612903,,
605,Ford,Escape,2015,4WD 4dr SE,Pacific Nations Auto Sales And Finance Ltd,1,1,1,1,0.0008047022601637394,0.03225806451612903,,
606,Ford,Escape,2015,4WD 4dr SE,Nubridge Auto Center Inc,0,0,0,1,1.7493527394863902e-05,0.03225806451612903,,
